Term	Overlap	P-value	Adjusted P-value	Z-score	Combined Score	Genes
mechanoreceptor differentiation (GO:0042490)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.3332014771307203	-0.5666582607392827	MYO6
motor neuron axon guidance (GO:0008045)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.3338924647879356	-0.5669519551813805	ERBB2
cell differentiation involved in embryonic placenta development (GO:0060706)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.3340682084775368	-0.567026652528476	KRT19
bile acid and bile salt transport (GO:0015721)	1/24	0.247460773610207684924944260274060070514678955078125	0.65374642749529165985933332194690592586994171142578125	1.3363403625434311	-0.5679923991865747	ATP8B1
Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.3383423920832191	-0.5688433332700011	GRHL3
negative regulation of organ growth (GO:0046621)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.3385792135875925	-0.5689439908705782	WWC1
epithelial tube branching involved in lung morphogenesis (GO:0060441)	1/20	0.2124122408959216723456364661615225486457347869873046875	0.65374642749529165985933332194690592586994171142578125	1.344463343437397	-0.5714449562864209	FOXA1
drug transport (GO:0015893)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.3465935662423856	-0.5723503770876789	ATP8B1
establishment of pigment granule localization (GO:0051905)	1/24	0.247460773610207684924944260274060070514678955078125	0.65374642749529165985933332194690592586994171142578125	1.346613627419183	-0.5723589038045686	RAB17
melanosome localization (GO:0032400)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.3469427713958684	-0.5724988017543989	RAB17
T cell mediated immunity (GO:0002456)	1/20	0.2124122408959216723456364661615225486457347869873046875	0.65374642749529165985933332194690592586994171142578125	1.3492680180426821	-0.5734871146562937	CD46
pigment granule transport (GO:0051904)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.3518103020264227	-0.5745676761807469	RAB17
regulation of viral release from host cell (GO:1902186)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.353186609541434	-0.5751526560476888	CHMP4C
heterotypic cell-cell adhesion (GO:0034113)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.3579471696123195	-0.5771760641643064	PERP
regulation of insulin-like growth factor receptor signaling pathway (GO:0043567)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.3599455340578799	-0.5780254404517386	CDH3
regulation of extracellular matrix organization (GO:1903053)	1/18	0.1942843580417930871018228344837552867829799652099609375	0.63677340256869630064073817266034893691539764404296875	1.2882731711062323	-0.581451032922665	DDR1
leukocyte degranulation (GO:0043299)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.3707149390601727	-0.582602822349732	ANXA3
melanosome transport (GO:0032402)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.3747791643144138	-0.5843302632904498	RAB17
cortical cytoskeleton organization (GO:0030865)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.3749042932478523	-0.5843834475577993	EPB41L1
establishment of melanosome localization (GO:0032401)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.3754219068576827	-0.5846034518354067	RAB17
regulation of superoxide metabolic process (GO:0090322)	1/16	0.175741844560904303396142722704098559916019439697265625	0.63388612358970564120141943931230343878269195556640625	1.285075049683061	-0.5858476681564684	F2RL1
membrane lipid catabolic process (GO:0046466)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.386742543850969	-0.589415127024128	SMPDL3B
actin filament polymerization (GO:0030041)	1/25	0.255977916633279678482182362131425179541110992431640625	0.65374642749529165985933332194690592586994171142578125	1.3886394740275625	-0.5902213901231802	COBL
neuron fate specification (GO:0048665)	1/23	0.23884673611136830739809511214843951165676116943359375	0.65374642749529165985933332194690592586994171142578125	1.38878879166015	-0.5902848554518879	FOXA1
negative regulation of Notch signaling pathway (GO:0045746)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.393144679663015	-0.5921362634813709	OVOL2
positive regulation of organelle assembly (GO:1902117)	1/20	0.2124122408959216723456364661615225486457347869873046875	0.65374642749529165985933332194690592586994171142578125	1.3965546169271432	-0.5935856086497244	ARHGEF5
phospholipid catabolic process (GO:0009395)	1/24	0.247460773610207684924944260274060070514678955078125	0.65374642749529165985933332194690592586994171142578125	1.3987910790683018	-0.5945361849646004	SMPDL3B
regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	1/14	0.1567752766407306819207434500640374608337879180908203125	0.63388612358970564120141943931230343878269195556640625	1.3043376071944373	-0.5946291976115402	F2RL1
pH reduction (GO:0045851)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.399674808728995	-0.5949118016445113	RAB20
positive regulation of adherens junction organization (GO:1903393)	1/19	0.2033995474971390382545877173470216803252696990966796875	0.639870035255270419582984686712734401226043701171875	1.3346959160660359	-0.5959286373789205	SDC4
regulation of protein localization to cell surface (GO:2000008)	1/19	0.2033995474971390382545877173470216803252696990966796875	0.639870035255270419582984686712734401226043701171875	1.342410905670817	-0.599373304577814	CDH1
sphingolipid catabolic process (GO:0030149)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.416427427479756	-0.6020322631553738	SMPDL3B
cranial nerve development (GO:0021545)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.4199176364661534	-0.60351572667366	ERBB3
mammary gland alveolus development (GO:0060749)	1/18	0.1942843580417930871018228344837552867829799652099609375	0.63677340256869630064073817266034893691539764404296875	1.3458149804542894	-0.6074220344400969	DDR1
skeletal muscle contraction (GO:0003009)	1/21	0.22132358371752636205798125956789590418338775634765625	0.65374642749529165985933332194690592586994171142578125	1.4293606972613468	-0.6075293648956757	MYH14
regulation of transcription from RNA polymerase III promoter (GO:0006359)	1/22	0.230134708725475756185829823152744211256504058837890625	0.65374642749529165985933332194690592586994171142578125	1.431502477657106	-0.6084396980859437	ERBB2
cardiac epithelial to mesenchymal transition (GO:0060317)	1/19	0.2033995474971390382545877173470216803252696990966796875	0.639870035255270419582984686712734401226043701171875	1.362965946431872	-0.608550928697702	EFNA1
vesicle fusion (GO:0006906)	1/24	0.247460773610207684924944260274060070514678955078125	0.65374642749529165985933332194690592586994171142578125	1.435770468824106	-0.6102537468197838	RAB20
cellular response to lithium ion (GO:0071285)	1/15	0.1663121646502059569616704948202823288738727569580078125	0.63388612358970564120141943931230343878269195556640625	1.3432960464231658	-0.6123898029417855	CDH1
regulation of membrane protein ectodomain proteolysis (GO:0051043)	1/19	0.2033995474971390382545877173470216803252696990966796875	0.639870035255270419582984686712734401226043701171875	1.3829076979945572	-0.6174547252049448	PTPN3
positive regulation of focal adhesion assembly (GO:0051894)	1/18	0.1942843580417930871018228344837552867829799652099609375	0.63677340256869630064073817266034893691539764404296875	1.38693628145965	-0.6259817805257499	SDC4
regulation of hair follicle development (GO:0051797)	1/13	0.1471299692826804339507162922018324024975299835205078125	0.63388612358970564120141943931230343878269195556640625	1.386716497833416	-0.6321845769631705	CDH3
regulation of cell fate specification (GO:0042659)	1/17	0.1850655141831394623341822125439648516476154327392578125	0.63677340256869630064073817266034893691539764404296875	1.4027407324470422	-0.6331149837605141	JUP
positive regulation of cell junction assembly (GO:1901890)	1/18	0.1942843580417930871018228344837552867829799652099609375	0.63677340256869630064073817266034893691539764404296875	1.4027826932659104	-0.6331339224157779	SDC4
intermediate filament organization (GO:0045109)	1/17	0.1850655141831394623341822125439648516476154327392578125	0.63677340256869630064073817266034893691539764404296875	1.4211230017753342	-0.641411663166808	DSP
positive regulation of interleukin-4 production (GO:0032753)	1/15	0.1663121646502059569616704948202823288738727569580078125	0.63388612358970564120141943931230343878269195556640625	1.4159051417590627	-0.6454912698171846	PRKCZ
positive regulation of regulated secretory pathway (GO:1903307)	1/17	0.1850655141831394623341822125439648516476154327392578125	0.63677340256869630064073817266034893691539764404296875	1.4504187196303338	-0.6546340338479993	F2RL1
asymmetric protein localization (GO:0008105)	1/18	0.1942843580417930871018228344837552867829799652099609375	0.63677340256869630064073817266034893691539764404296875	1.4583307251258386	-0.6582050495852134	SHROOM3
regulation of establishment or maintenance of cell polarity (GO:0032878)	1/18	0.1942843580417930871018228344837552867829799652099609375	0.63677340256869630064073817266034893691539764404296875	1.4589521824735667	-0.6584855390224371	LLGL2
behavioral response to pain (GO:0048266)	1/16	0.175741844560904303396142722704098559916019439697265625	0.63388612358970564120141943931230343878269195556640625	1.449922141394289	-0.6609991422320229	VWA1
dorsal/ventral neural tube patterning (GO:0021904)	1/15	0.1663121646502059569616704948202823288738727569580078125	0.63388612358970564120141943931230343878269195556640625	1.4501035118458325	-0.6610818264737996	FOXA1
positive regulation of meiotic cell cycle (GO:0051446)	1/15	0.1663121646502059569616704948202823288738727569580078125	0.63388612358970564120141943931230343878269195556640625	1.4508946552448418	-0.6614424976389595	OVOL1
positive regulation of T-helper cell differentiation (GO:0045624)	1/16	0.175741844560904303396142722704098559916019439697265625	0.63388612358970564120141943931230343878269195556640625	1.4531074528801338	-0.6624512810053921	PRKCZ
morphogenesis of an epithelial fold (GO:0060571)	1/15	0.1663121646502059569616704948202823288738727569580078125	0.63388612358970564120141943931230343878269195556640625	1.453787953841039	-0.6627615118368311	OVOL2
vesicle transport along microtubule (GO:0047496)	1/18	0.1942843580417930871018228344837552867829799652099609375	0.63677340256869630064073817266034893691539764404296875	1.4746610703811431	-0.6655756106817603	PRKCZ
regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902253)	1/18	0.1942843580417930871018228344837552867829799652099609375	0.63677340256869630064073817266034893691539764404296875	1.4770706614397464	-0.6666631589140525	MUC1
organ growth (GO:0035265)	1/17	0.1850655141831394623341822125439648516476154327392578125	0.63677340256869630064073817266034893691539764404296875	1.478203744740949	-0.6671745663318643	MAP7
negative regulation of meiotic cell cycle (GO:0051447)	1/18	0.1942843580417930871018228344837552867829799652099609375	0.63677340256869630064073817266034893691539764404296875	1.4800859836538518	-0.6680240987017535	OVOL1
dendritic cell chemotaxis (GO:0002407)	1/16	0.175741844560904303396142722704098559916019439697265625	0.63388612358970564120141943931230343878269195556640625	1.4702017282306208	-0.6702443210736568	ARHGEF5
